id,candidate_id,book_id,pair,direction,reason,recorded_at,status,settled_at
272,65,E_no_dd_gate,CHF/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
273,65,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-11 12:23:14,PENDING,
274,66,A_control,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
275,66,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
276,66,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
277,66,D_no_da,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
278,66,E_no_dd_gate,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
279,66,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-11 12:23:14,PENDING,
280,67,A_control,AUD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
281,67,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
282,67,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
283,67,D_no_da,AUD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
284,67,E_no_dd_gate,AUD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
285,67,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
286,68,A_control,EUR/JPY,BUY,eligibility,2026-09-13 18:20:22,SETTLED,2026-09-13 18:31:22
287,68,B_conf6_rr15,EUR/JPY,BUY,eligibility,2026-09-13 18:20:22,SETTLED,2026-09-13 18:31:22
288,68,C_grade_based,EUR/JPY,BUY,eligibility,2026-09-13 18:20:22,SETTLED,2026-09-13 18:31:22
289,68,D_no_da,EUR/JPY,BUY,sizing,2026-09-13 18:20:22,SETTLED,2026-09-13 18:31:22
290,68,E_no_dd_gate,EUR/JPY,BUY,sizing,2026-09-13 18:20:22,SETTLED,2026-09-13 18:31:22
291,68,F_sentiment_only,EUR/JPY,BUY,eligibility,2026-09-13 18:20:22,SETTLED,2026-09-13 18:31:22
292,69,A_control,NZD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
293,69,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
294,69,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
295,69,D_no_da,NZD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
296,69,E_no_dd_gate,NZD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
297,69,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
298,70,A_control,CHF/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
299,70,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
300,70,C_grade_based,CHF/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
301,70,D_no_da,CHF/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
302,70,E_no_dd_gate,CHF/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
303,70,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-13 18:20:22,PENDING,
304,71,A_control,AUD/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
305,71,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
306,71,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
307,71,D_no_da,AUD/NZD,SELL,sizing,2026-09-13 18:20:22,PENDING,
308,71,E_no_dd_gate,AUD/NZD,SELL,sizing,2026-09-13 18:20:22,PENDING,
309,71,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
310,72,A_control,EUR/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
311,72,B_conf6_rr15,EUR/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
312,72,C_grade_based,EUR/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
313,72,D_no_da,EUR/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
314,72,E_no_dd_gate,EUR/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
315,72,F_sentiment_only,EUR/NZD,SELL,eligibility,2026-09-13 18:20:22,PENDING,
316,73,A_control,GBP/JPY,BUY,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-13 21:31:09
317,73,B_conf6_rr15,GBP/JPY,BUY,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-13 21:31:09
318,73,C_grade_based,GBP/JPY,BUY,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-13 21:31:09
319,73,D_no_da,GBP/JPY,BUY,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-13 21:31:09
320,73,E_no_dd_gate,GBP/JPY,BUY,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-13 21:31:09
321,73,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-13 21:31:09
322,74,A_control,GBP/NZD,SELL,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-14 01:31:15
323,74,B_conf6_rr15,GBP/NZD,SELL,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-14 01:31:15
324,74,C_grade_based,GBP/NZD,SELL,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-14 01:31:15
325,74,D_no_da,GBP/NZD,SELL,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-14 01:31:15
326,74,E_no_dd_gate,GBP/NZD,SELL,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-14 01:31:15
327,74,F_sentiment_only,GBP/NZD,SELL,eligibility,2026-09-13 21:18:13,SETTLED,2026-09-14 01:31:15
328,75,A_control,GBP/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
329,75,B_conf6_rr15,GBP/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
330,75,C_grade_based,GBP/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
331,75,D_no_da,GBP/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
332,75,E_no_dd_gate,GBP/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
333,75,F_sentiment_only,GBP/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
334,76,A_control,NZD/CHF,BUY,eligibility,2026-09-14 05:19:47,PENDING,
335,76,B_conf6_rr15,NZD/CHF,BUY,eligibility,2026-09-14 05:19:47,PENDING,
336,76,C_grade_based,NZD/CHF,BUY,eligibility,2026-09-14 05:19:47,PENDING,
337,76,D_no_da,NZD/CHF,BUY,eligibility,2026-09-14 05:19:47,PENDING,
338,76,E_no_dd_gate,NZD/CHF,BUY,eligibility,2026-09-14 05:19:47,PENDING,
339,76,F_sentiment_only,NZD/CHF,BUY,eligibility,2026-09-14 05:19:47,PENDING,
340,77,A_control,USD/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
341,77,B_conf6_rr15,USD/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
342,77,C_grade_based,USD/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
343,77,D_no_da,USD/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
344,77,E_no_dd_gate,USD/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
345,77,F_sentiment_only,USD/CHF,SELL,eligibility,2026-09-14 05:19:47,SETTLED,2026-09-14 05:31:23
346,78,A_control,CAD/JPY,BUY,eligibility,2026-09-14 05:19:47,PENDING,
347,78,B_conf6_rr15,CAD/JPY,BUY,eligibility,2026-09-14 05:19:47,PENDING,
348,78,C_grade_based,CAD/JPY,BUY,eligibility,2026-09-14 05:19:47,PENDING,
349,78,D_no_da,CAD/JPY,BUY,eligibility,2026-09-14 05:19:47,PENDING,
350,78,E_no_dd_gate,CAD/JPY,BUY,eligibility,2026-09-14 05:19:47,PENDING,
351,78,F_sentiment_only,CAD/JPY,BUY,eligibility,2026-09-14 05:19:47,PENDING,
352,79,A_control,AUD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
353,79,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
354,79,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
355,79,D_no_da,AUD/JPY,BUY,sizing,2026-09-14 14:09:47,PENDING,
356,79,E_no_dd_gate,AUD/JPY,BUY,sizing,2026-09-14 14:09:47,PENDING,
357,79,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
358,80,A_control,EUR/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
359,80,B_conf6_rr15,EUR/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
360,80,C_grade_based,EUR/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
361,80,D_no_da,EUR/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
362,80,E_no_dd_gate,EUR/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
363,80,F_sentiment_only,EUR/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
364,81,A_control,GBP/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
365,81,B_conf6_rr15,GBP/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
366,81,C_grade_based,GBP/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
367,81,D_no_da,GBP/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
368,81,E_no_dd_gate,GBP/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
369,81,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
370,82,A_control,GBP/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
371,82,B_conf6_rr15,GBP/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
372,82,C_grade_based,GBP/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
373,82,D_no_da,GBP/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
374,82,E_no_dd_gate,GBP/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
375,82,F_sentiment_only,GBP/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
376,83,A_control,USD/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
377,83,B_conf6_rr15,USD/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
378,83,C_grade_based,USD/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
379,83,D_no_da,USD/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
380,83,E_no_dd_gate,USD/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
381,83,F_sentiment_only,USD/CHF,SELL,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
382,84,A_control,NZD/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
383,84,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
384,84,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
385,84,D_no_da,NZD/JPY,BUY,sizing,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
386,84,E_no_dd_gate,NZD/JPY,BUY,sizing,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
387,84,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
388,85,A_control,CAD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
389,85,B_conf6_rr15,CAD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
390,85,C_grade_based,CAD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
391,85,D_no_da,CAD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
392,85,E_no_dd_gate,CAD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
393,85,F_sentiment_only,CAD/JPY,BUY,eligibility,2026-09-14 14:09:47,PENDING,
394,86,A_control,CHF/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
395,86,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
396,86,C_grade_based,CHF/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
397,86,D_no_da,CHF/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
398,86,E_no_dd_gate,CHF/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
399,86,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-14 14:09:47,SETTLED,2026-09-14 14:31:25
400,87,A_control,AUD/NZD,SELL,eligibility,2026-09-14 14:09:47,PENDING,
401,87,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-14 14:09:47,PENDING,
402,87,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-14 14:09:47,PENDING,
403,87,D_no_da,AUD/NZD,SELL,eligibility,2026-09-14 14:09:47,PENDING,
404,87,E_no_dd_gate,AUD/NZD,SELL,eligibility,2026-09-14 14:09:47,PENDING,
405,87,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-14 14:09:47,PENDING,
406,88,A_control,USD/JPY,BUY,eligibility,2026-09-14 18:21:54,PENDING,
407,88,B_conf6_rr15,USD/JPY,BUY,eligibility,2026-09-14 18:21:54,PENDING,
408,88,C_grade_based,USD/JPY,BUY,eligibility,2026-09-14 18:21:54,PENDING,
409,88,D_no_da,USD/JPY,BUY,eligibility,2026-09-14 18:21:54,PENDING,
410,88,E_no_dd_gate,USD/JPY,BUY,eligibility,2026-09-14 18:21:54,PENDING,
411,88,F_sentiment_only,USD/JPY,BUY,eligibility,2026-09-14 18:21:54,PENDING,
412,89,A_control,GBP/NZD,SELL,eligibility,2026-09-14 18:21:54,SETTLED,2026-09-15 02:01:28
413,89,B_conf6_rr15,GBP/NZD,SELL,eligibility,2026-09-14 18:21:54,SETTLED,2026-09-15 02:01:28
414,89,C_grade_based,GBP/NZD,SELL,eligibility,2026-09-14 18:21:54,SETTLED,2026-09-15 02:01:28
415,89,D_no_da,GBP/NZD,SELL,eligibility,2026-09-14 18:21:54,SETTLED,2026-09-15 02:01:29
416,89,E_no_dd_gate,GBP/NZD,SELL,eligibility,2026-09-14 18:21:54,SETTLED,2026-09-15 02:01:29
417,89,F_sentiment_only,GBP/NZD,SELL,eligibility,2026-09-14 18:21:54,SETTLED,2026-09-15 02:01:29
418,90,A_control,CAD/CHF,SELL,eligibility,2026-09-15 05:19:10,PENDING,
419,90,B_conf6_rr15,CAD/CHF,SELL,eligibility,2026-09-15 05:19:10,PENDING,
420,90,C_grade_based,CAD/CHF,SELL,eligibility,2026-09-15 05:19:10,PENDING,
421,90,D_no_da,CAD/CHF,SELL,eligibility,2026-09-15 05:19:10,PENDING,
422,90,E_no_dd_gate,CAD/CHF,SELL,eligibility,2026-09-15 05:19:10,PENDING,
423,90,F_sentiment_only,CAD/CHF,SELL,eligibility,2026-09-15 05:19:10,PENDING,
424,91,A_control,AUD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
425,91,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
426,91,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
429,91,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
430,92,A_control,EUR/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
431,92,B_conf6_rr15,EUR/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
432,92,C_grade_based,EUR/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
433,92,D_no_da,EUR/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
434,92,E_no_dd_gate,EUR/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
435,92,F_sentiment_only,EUR/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
436,93,A_control,GBP/CHF,SELL,eligibility,2026-09-15 12:50:57,PENDING,
437,93,B_conf6_rr15,GBP/CHF,SELL,eligibility,2026-09-15 12:50:57,PENDING,
438,93,C_grade_based,GBP/CHF,SELL,eligibility,2026-09-15 12:50:57,PENDING,
439,93,D_no_da,GBP/CHF,SELL,eligibility,2026-09-15 12:50:57,PENDING,
440,93,E_no_dd_gate,GBP/CHF,SELL,eligibility,2026-09-15 12:50:57,PENDING,
441,93,F_sentiment_only,GBP/CHF,SELL,eligibility,2026-09-15 12:50:57,PENDING,
442,94,A_control,USD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
443,94,B_conf6_rr15,USD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
444,94,C_grade_based,USD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
445,94,D_no_da,USD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
446,94,E_no_dd_gate,USD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
447,94,F_sentiment_only,USD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
448,95,A_control,CAD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
449,95,B_conf6_rr15,CAD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
450,95,C_grade_based,CAD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
451,95,D_no_da,CAD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
452,95,E_no_dd_gate,CAD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
453,95,F_sentiment_only,CAD/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
454,96,A_control,CHF/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
455,96,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
456,96,C_grade_based,CHF/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
457,96,D_no_da,CHF/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
458,96,E_no_dd_gate,CHF/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
459,96,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-15 12:50:57,PENDING,
460,97,A_control,AUD/NZD,SELL,eligibility,2026-09-15 12:50:57,PENDING,
461,97,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-15 12:50:57,PENDING,
462,97,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-15 12:50:57,PENDING,
465,97,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-15 12:50:57,PENDING,
466,98,A_control,AUD/CHF,SELL,eligibility,2026-09-15 18:21:58,PENDING,
467,98,B_conf6_rr15,AUD/CHF,SELL,eligibility,2026-09-15 18:21:58,PENDING,
468,98,C_grade_based,AUD/CHF,SELL,eligibility,2026-09-15 18:21:58,PENDING,
469,98,D_no_da,AUD/CHF,SELL,eligibility,2026-09-15 18:21:58,PENDING,
470,98,E_no_dd_gate,AUD/CHF,SELL,eligibility,2026-09-15 18:21:58,PENDING,
471,98,F_sentiment_only,AUD/CHF,SELL,eligibility,2026-09-15 18:21:58,PENDING,
472,99,A_control,USD/CHF,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-16 18:31:28
473,99,B_conf6_rr15,USD/CHF,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-16 18:31:28
474,99,C_grade_based,USD/CHF,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-16 18:31:28
475,99,D_no_da,USD/CHF,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-16 18:31:29
476,99,E_no_dd_gate,USD/CHF,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-16 18:31:29
477,99,F_sentiment_only,USD/CHF,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-16 18:31:29
478,100,A_control,GBP/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:21
479,100,B_conf6_rr15,GBP/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:21
480,100,C_grade_based,GBP/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:21
481,100,D_no_da,GBP/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
482,100,E_no_dd_gate,GBP/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
483,100,F_sentiment_only,GBP/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
484,101,A_control,EUR/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
485,101,B_conf6_rr15,EUR/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
486,101,C_grade_based,EUR/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
487,101,D_no_da,EUR/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
488,101,E_no_dd_gate,EUR/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
489,101,F_sentiment_only,EUR/NZD,SELL,eligibility,2026-09-15 18:21:58,SETTLED,2026-09-15 18:31:22
490,102,A_control,GBP/JPY,BUY,eligibility,2026-09-15 21:18:39,PENDING,
491,102,B_conf6_rr15,GBP/JPY,BUY,eligibility,2026-09-15 21:18:39,PENDING,
492,102,C_grade_based,GBP/JPY,BUY,eligibility,2026-09-15 21:18:39,PENDING,
493,102,D_no_da,GBP/JPY,BUY,eligibility,2026-09-15 21:18:39,PENDING,
494,102,E_no_dd_gate,GBP/JPY,BUY,eligibility,2026-09-15 21:18:39,PENDING,
495,102,F_sentiment_only,GBP/JPY,BUY,eligibility,2026-09-15 21:18:39,PENDING,
496,103,A_control,CAD/CHF,SELL,eligibility,2026-09-15 21:18:39,PENDING,
497,103,B_conf6_rr15,CAD/CHF,SELL,eligibility,2026-09-15 21:18:39,PENDING,
498,103,C_grade_based,CAD/CHF,SELL,eligibility,2026-09-15 21:18:39,PENDING,
499,103,D_no_da,CAD/CHF,SELL,eligibility,2026-09-15 21:18:39,PENDING,
500,103,E_no_dd_gate,CAD/CHF,SELL,eligibility,2026-09-15 21:18:39,PENDING,
501,103,F_sentiment_only,CAD/CHF,SELL,eligibility,2026-09-15 21:18:39,PENDING,
502,104,A_control,AUD/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
503,104,B_conf6_rr15,AUD/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
504,104,C_grade_based,AUD/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
505,104,E_no_dd_gate,AUD/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
506,104,F_sentiment_only,AUD/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
507,105,A_control,EUR/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
508,105,B_conf6_rr15,EUR/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
509,105,C_grade_based,EUR/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
510,105,D_no_da,EUR/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
511,105,E_no_dd_gate,EUR/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
512,105,F_sentiment_only,EUR/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
513,106,A_control,CHF/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
514,106,B_conf6_rr15,CHF/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
515,106,C_grade_based,CHF/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
516,106,D_no_da,CHF/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
517,106,E_no_dd_gate,CHF/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
518,106,F_sentiment_only,CHF/JPY,BUY,eligibility,2026-09-16 12:46:07,PENDING,
519,107,A_control,AUD/NZD,SELL,eligibility,2026-09-16 12:46:07,PENDING,
520,107,B_conf6_rr15,AUD/NZD,SELL,eligibility,2026-09-16 12:46:07,PENDING,
521,107,C_grade_based,AUD/NZD,SELL,eligibility,2026-09-16 12:46:07,PENDING,
524,107,F_sentiment_only,AUD/NZD,SELL,eligibility,2026-09-16 12:46:07,PENDING,
525,108,A_control,NZD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
526,108,B_conf6_rr15,NZD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
527,108,C_grade_based,NZD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
528,108,D_no_da,NZD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
529,108,E_no_dd_gate,NZD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
530,108,F_sentiment_only,NZD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
531,109,A_control,USD/CHF,SELL,eligibility,2026-09-16 18:22:13,PENDING,
532,109,B_conf6_rr15,USD/CHF,SELL,eligibility,2026-09-16 18:22:13,PENDING,
533,109,C_grade_based,USD/CHF,SELL,eligibility,2026-09-16 18:22:13,PENDING,
534,109,D_no_da,USD/CHF,SELL,eligibility,2026-09-16 18:22:13,PENDING,
535,109,E_no_dd_gate,USD/CHF,SELL,eligibility,2026-09-16 18:22:13,PENDING,
536,109,F_sentiment_only,USD/CHF,SELL,eligibility,2026-09-16 18:22:13,PENDING,
537,110,A_control,CAD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
538,110,B_conf6_rr15,CAD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
539,110,C_grade_based,CAD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
540,110,D_no_da,CAD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
541,110,E_no_dd_gate,CAD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
542,110,F_sentiment_only,CAD/JPY,BUY,eligibility,2026-09-16 18:22:13,PENDING,
543,111,A_control,GBP/NZD,SELL,eligibility,2026-09-16 18:22:13,PENDING,
544,111,B_conf6_rr15,GBP/NZD,SELL,eligibility,2026-09-16 18:22:13,PENDING,
545,111,C_grade_based,GBP/NZD,SELL,eligibility,2026-09-16 18:22:13,PENDING,
546,111,D_no_da,GBP/NZD,SELL,eligibility,2026-09-16 18:22:13,PENDING,
547,111,E_no_dd_gate,GBP/NZD,SELL,eligibility,2026-09-16 18:22:13,PENDING,
