pair,date,direction,bucket,ribbon_status,rib_against,rib_strongly_against,w_d_conflict,w_sig,d_sig,status,gross_pips,net_pips,days_held
USD/CAD,2025-07-24,SELL,clean,ALIGNED_BEAR,False,False,False,BUY,NEUTRAL,LOSS,-70.0,-73.1,1.0
USD/CAD,2025-07-25,BUY,would_F,ALIGNED_BEAR,True,True,False,BUY,NEUTRAL,WIN,150.0,152.1,5.0
USD/CAD,2025-07-25,SELL,clean,ALIGNED_BEAR,False,False,False,BUY,NEUTRAL,LOSS,-75.0,-79.8,3.0
USD/CAD,2025-07-28,BUY,would_F,ALIGNED_BEAR,True,True,False,BUY,NEUTRAL,WIN,150.0,150.4,3.0
USD/CAD,2025-07-28,SELL,clean,ALIGNED_BEAR,False,False,False,BUY,NEUTRAL,LOSS,-75.0,-78.1,1.0
USD/CAD,2025-07-29,BUY,would_F,LEANING_BEAR,True,False,True,BUY,SELL,EXPIRED,44.0,47.0,6.0
USD/CAD,2025-07-29,SELL,would_F,LEANING_BEAR,False,False,True,BUY,SELL,LOSS,-80.0,-83.1,1.0
USD/CAD,2025-07-30,BUY,would_F,NEUTRAL,False,False,True,BUY,SELL,EXPIRED,-5.9,-2.8,6.0
USD/CAD,2025-07-30,SELL,would_F,NEUTRAL,False,False,True,BUY,SELL,LOSS,-80.0,-84.0,2.0
USD/CAD,2025-07-31,BUY,would_F,NEUTRAL,False,False,True,BUY,SELL,LOSS,-80.0,-76.9,6.0
USD/CAD,2025-07-31,SELL,would_F,NEUTRAL,False,False,True,BUY,SELL,EXPIRED,54.5,47.0,6.0
USD/CAD,2025-08-01,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,LOSS,-80.0,-79.6,3.0
USD/CAD,2025-08-01,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,117.8,110.3,6.0
USD/CAD,2025-08-04,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-45.8,-44.5,4.0
USD/CAD,2025-08-04,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,45.8,40.1,4.0
USD/CAD,2025-08-05,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,-15.3,-12.2,6.0
USD/CAD,2025-08-05,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,15.3,7.8,6.0
USD/CAD,2025-08-06,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,3.0,6.1,6.0
USD/CAD,2025-08-06,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,-3.0,-10.5,6.0
USD/CAD,2025-08-07,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,30.4,33.4,6.0
USD/CAD,2025-08-07,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-30.4,-37.9,6.0
USD/CAD,2025-08-08,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,19.6,22.6,6.0
USD/CAD,2025-08-08,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-70.0,-75.7,4.0
USD/CAD,2025-08-11,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,60.4,61.7,4.0
USD/CAD,2025-08-11,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-60.4,-66.1,4.0
USD/CAD,2025-08-12,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,41.3,44.4,6.0
USD/CAD,2025-08-12,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-41.3,-48.8,6.0
USD/CAD,2025-08-13,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,32.5,35.6,6.0
USD/CAD,2025-08-13,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-72.5,6.0
USD/CAD,2025-08-14,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,WIN,130.0,133.0,6.0
USD/CAD,2025-08-14,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-70.7,4.0
USD/CAD,2025-08-15,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,59.7,62.8,6.0
USD/CAD,2025-08-15,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,LOSS,-65.0,-71.6,5.0
USD/CAD,2025-08-18,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,85.4,86.7,4.0
USD/CAD,2025-08-18,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-69.0,2.0
USD/CAD,2025-08-19,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,26.7,29.8,6.0
USD/CAD,2025-08-19,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,LOSS,-65.0,-68.1,1.0
USD/CAD,2025-08-20,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,-6.7,-3.6,6.0
USD/CAD,2025-08-20,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,6.7,-0.8,6.0
USD/CAD,2025-08-21,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,-39.4,-36.3,6.0
USD/CAD,2025-08-21,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,EXPIRED,39.4,31.9,6.0
USD/CAD,2025-08-22,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,LOSS,-65.0,-64.6,3.0
USD/CAD,2025-08-22,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,SELL,WIN,130.0,122.5,6.0
USD/CAD,2025-08-25,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-70.0,-69.6,3.0
USD/CAD,2025-08-25,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,79.0,73.2,4.0
USD/CAD,2025-08-26,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-65.4,2.0
USD/CAD,2025-08-26,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,WIN,130.0,125.1,3.0
USD/CAD,2025-08-27,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-66.3,1.0
USD/CAD,2025-08-27,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,EXPIRED,86.0,78.5,6.0
USD/CAD,2025-08-28,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,3.1,6.2,6.0
USD/CAD,2025-08-28,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,EXPIRED,-3.1,-10.6,6.0
USD/CAD,2025-08-29,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,43.3,46.4,6.0
USD/CAD,2025-08-29,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-72.5,6.0
USD/CAD,2025-09-01,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,76.6,77.9,4.0
USD/CAD,2025-09-01,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-09-02,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,86.6,89.6,6.0
USD/CAD,2025-09-02,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-69.0,2.0
USD/CAD,2025-09-03,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,10.5,13.6,6.0
USD/CAD,2025-09-03,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-09-04,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,53.5,56.6,6.0
USD/CAD,2025-09-04,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-67.5,6.0
USD/CAD,2025-09-05,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,45.5,48.6,6.0
USD/CAD,2025-09-05,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-72.5,6.0
USD/CAD,2025-09-08,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-0.3,1.0,4.0
USD/CAD,2025-09-08,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,EXPIRED,0.3,-5.5,4.0
USD/CAD,2025-09-09,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,44.0,47.1,6.0
USD/CAD,2025-09-09,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-09-10,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,LOSS,-60.0,-56.9,6.0
USD/CAD,2025-09-10,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,EXPIRED,72.6,65.1,6.0
USD/CAD,2025-09-11,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-58.7,4.0
USD/CAD,2025-09-11,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,WIN,120.0,113.4,5.0
USD/CAD,2025-09-12,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-58.7,4.0
USD/CAD,2025-09-12,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,EXPIRED,63.8,56.3,6.0
USD/CAD,2025-09-15,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,LOSS,-60.0,-61.3,1.0
USD/CAD,2025-09-15,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,EXPIRED,47.2,41.5,4.0
USD/CAD,2025-09-16,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,8.0,11.1,6.0
USD/CAD,2025-09-16,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,EXPIRED,-8.0,-15.5,6.0
USD/CAD,2025-09-17,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,86.1,89.1,6.0
USD/CAD,2025-09-17,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-09-18,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,WIN,120.0,123.1,6.0
USD/CAD,2025-09-18,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-66.6,5.0
USD/CAD,2025-09-19,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,WIN,120.0,123.1,6.0
USD/CAD,2025-09-19,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-66.6,5.0
USD/CAD,2025-09-22,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,WIN,120.0,120.4,3.0
USD/CAD,2025-09-22,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-09-23,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,WIN,120.0,120.4,3.0
USD/CAD,2025-09-23,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-09-24,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,77.1,80.2,6.0
USD/CAD,2025-09-24,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-09-25,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,27.5,30.6,6.0
USD/CAD,2025-09-25,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-09-26,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-1.5,1.6,6.0
USD/CAD,2025-09-26,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,EXPIRED,1.5,-6.1,6.0
USD/CAD,2025-09-29,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,22.7,24.0,4.0
USD/CAD,2025-09-29,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,EXPIRED,-22.7,-28.5,4.0
USD/CAD,2025-09-30,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,48.8,51.9,6.0
USD/CAD,2025-09-30,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-64.0,2.0
USD/CAD,2025-10-01,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,22.5,25.6,6.0
USD/CAD,2025-10-01,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-10-02,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,13.3,16.4,6.0
USD/CAD,2025-10-02,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,EXPIRED,-13.3,-20.9,6.0
USD/CAD,2025-10-03,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-6.3,-3.2,6.0
USD/CAD,2025-10-03,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,LOSS,-55.0,-62.6,6.0
USD/CAD,2025-10-06,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,53.8,55.2,4.0
USD/CAD,2025-10-06,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,LOSS,-55.0,-60.8,4.0
USD/CAD,2025-10-07,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,52.5,55.6,6.0
USD/CAD,2025-10-07,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-50.0,-54.0,2.0
USD/CAD,2025-10-08,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,WIN,100.0,103.1,6.0
USD/CAD,2025-10-08,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,LOSS,-50.0,-53.1,1.0
USD/CAD,2025-10-09,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,WIN,110.0,112.2,5.0
USD/CAD,2025-10-09,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,LOSS,-55.0,-58.1,1.0
USD/CAD,2025-10-10,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,27.2,30.3,6.0
USD/CAD,2025-10-10,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,LOSS,-55.0,-60.8,4.0
USD/CAD,2025-10-13,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,47.5,48.9,4.0
USD/CAD,2025-10-13,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,LOSS,-55.0,-58.1,1.0
USD/CAD,2025-10-14,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-23.1,-19.9,6.0
USD/CAD,2025-10-14,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,23.1,15.5,6.0
USD/CAD,2025-10-15,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,EXPIRED,-12.0,-8.8,6.0
USD/CAD,2025-10-15,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,12.0,4.4,6.0
USD/CAD,2025-10-16,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-55.0,-51.8,6.0
USD/CAD,2025-10-16,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,26.1,18.5,6.0
USD/CAD,2025-10-17,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-50.0,-47.7,5.0
USD/CAD,2025-10-17,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,57.2,49.6,6.0
USD/CAD,2025-10-20,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-29.3,-27.9,4.0
USD/CAD,2025-10-20,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,29.3,23.5,4.0
USD/CAD,2025-10-21,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-50.0,-51.3,1.0
USD/CAD,2025-10-21,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,39.6,32.0,6.0
USD/CAD,2025-10-22,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-50.0,-47.7,5.0
USD/CAD,2025-10-22,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,28.5,20.9,6.0
USD/CAD,2025-10-23,BUY,clean,CONVERGING,False,False,False,NEUTRAL,SELL,LOSS,-50.0,-47.8,5.0
USD/CAD,2025-10-23,SELL,clean,CONVERGING,False,False,False,NEUTRAL,SELL,WIN,100.0,92.4,6.0
USD/CAD,2025-10-24,BUY,clean,CONVERGING,False,False,False,NEUTRAL,SELL,LOSS,-50.0,-47.8,5.0
USD/CAD,2025-10-24,SELL,clean,CONVERGING,False,False,False,NEUTRAL,SELL,EXPIRED,45.3,37.7,6.0
USD/CAD,2025-10-27,BUY,clean,CONVERGING,False,False,False,NEUTRAL,SELL,LOSS,-50.0,-51.3,1.0
USD/CAD,2025-10-27,SELL,clean,CONVERGING,False,False,False,NEUTRAL,SELL,WIN,100.0,96.0,2.0
USD/CAD,2025-10-28,BUY,clean,CONVERGING,False,False,False,NEUTRAL,SELL,LOSS,-50.0,-51.3,1.0
USD/CAD,2025-10-28,SELL,clean,CONVERGING,False,False,False,NEUTRAL,SELL,WIN,100.0,96.9,1.0
USD/CAD,2025-10-29,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,WIN,110.0,112.2,5.0
USD/CAD,2025-10-29,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-55.0,-58.1,1.0
USD/CAD,2025-10-30,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,WIN,110.0,111.3,4.0
USD/CAD,2025-10-30,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-55.0,-58.1,1.0
USD/CAD,2025-10-31,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,WIN,120.0,122.2,5.0
USD/CAD,2025-10-31,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-64.9,3.0
USD/CAD,2025-11-03,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,SELL,WIN,120.0,119.6,2.0
USD/CAD,2025-11-03,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,SELL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-11-04,BUY,clean,CONVERGING,False,False,False,NEUTRAL,SELL,EXPIRED,-11.6,-8.4,6.0
USD/CAD,2025-11-04,SELL,clean,CONVERGING,False,False,False,NEUTRAL,SELL,LOSS,-65.0,-68.1,1.0
USD/CAD,2025-11-05,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-65.0,-62.7,5.0
USD/CAD,2025-11-05,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,75.4,67.8,6.0
USD/CAD,2025-11-06,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-65.0,-63.6,4.0
USD/CAD,2025-11-06,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,86.5,78.9,6.0
USD/CAD,2025-11-07,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-65.0,-64.5,3.0
USD/CAD,2025-11-07,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,EXPIRED,102.5,94.9,6.0
USD/CAD,2025-11-10,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-8.3,-6.9,4.0
USD/CAD,2025-11-10,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,8.3,2.5,4.0
USD/CAD,2025-11-11,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-7.3,-4.2,6.0
USD/CAD,2025-11-11,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,7.3,-0.3,6.0
USD/CAD,2025-11-12,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,34.7,37.9,6.0
USD/CAD,2025-11-12,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,-34.7,-42.3,6.0
USD/CAD,2025-11-13,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-24.2,-21.1,6.0
USD/CAD,2025-11-13,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,24.2,16.6,6.0
USD/CAD,2025-11-14,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,7.0,10.2,6.0
USD/CAD,2025-11-14,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,-7.0,-14.6,6.0
USD/CAD,2025-11-17,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,WIN,110.0,111.4,4.0
USD/CAD,2025-11-17,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,LOSS,-55.0,-59.9,3.0
USD/CAD,2025-11-18,BUY,clean,CONVERGING,False,False,False,NEUTRAL,SELL,LOSS,-55.0,-56.3,1.0
USD/CAD,2025-11-18,SELL,clean,CONVERGING,False,False,False,NEUTRAL,SELL,LOSS,-55.0,-59.9,3.0
USD/CAD,2025-11-19,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,WIN,120.0,119.6,2.0
USD/CAD,2025-11-19,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-11-20,BUY,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,EXPIRED,59.7,62.9,6.0
USD/CAD,2025-11-20,SELL,clean,CONVERGING,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-63.1,1.0
USD/CAD,2025-11-21,BUY,clean,CONVERGING,False,False,False,NEUTRAL,SELL,EXPIRED,-51.7,-48.5,6.0
USD/CAD,2025-11-21,SELL,clean,CONVERGING,False,False,False,NEUTRAL,SELL,EXPIRED,51.7,44.1,6.0
USD/CAD,2025-11-24,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-59.5,3.0
USD/CAD,2025-11-24,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,WIN,120.0,114.2,4.0
USD/CAD,2025-11-25,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-60.0,-61.3,1.0
USD/CAD,2025-11-25,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,WIN,120.0,115.1,3.0
USD/CAD,2025-11-26,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,SELL,LOSS,-60.0,-61.3,1.0
USD/CAD,2025-11-26,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,SELL,WIN,120.0,116.0,2.0
USD/CAD,2025-11-27,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-60.0,-61.3,1.0
USD/CAD,2025-11-27,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,69.9,62.3,6.0
USD/CAD,2025-11-28,BUY,clean,ALIGNED_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-64.5,3.0
USD/CAD,2025-11-28,SELL,would_F,ALIGNED_BULL,True,True,False,NEUTRAL,NEUTRAL,EXPIRED,72.9,65.3,6.0
USD/CAD,2025-12-01,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,BUY,LOSS,-65.0,-63.6,4.0
USD/CAD,2025-12-01,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,BUY,EXPIRED,9.7,3.9,4.0
USD/CAD,2025-12-02,BUY,clean,LEANING_BULL,False,False,False,NEUTRAL,NEUTRAL,LOSS,-65.0,-65.4,2.0
USD/CAD,2025-12-02,SELL,would_D_ribbon,LEANING_BULL,True,False,False,NEUTRAL,NEUTRAL,WIN,130.0,125.1,3.0
USD/CAD,2025-12-03,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-65.0,-65.4,2.0
USD/CAD,2025-12-03,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,WIN,130.0,123.3,5.0
USD/CAD,2025-12-04,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-60.0,-61.3,1.0
USD/CAD,2025-12-04,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,WIN,120.0,114.2,4.0
USD/CAD,2025-12-05,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-65.0,-64.5,3.0
USD/CAD,2025-12-05,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,WIN,130.0,125.1,3.0
USD/CAD,2025-12-08,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-70.0,-69.6,3.0
USD/CAD,2025-12-08,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,58.9,53.2,4.0
USD/CAD,2025-12-09,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-70.0,-70.4,2.0
USD/CAD,2025-12-09,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,81.2,73.7,6.0
USD/CAD,2025-12-10,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,LOSS,-65.0,-66.3,1.0
USD/CAD,2025-12-10,SELL,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,76.3,68.8,6.0
USD/CAD,2025-12-11,BUY,clean,NEUTRAL,False,False,False,NEUTRAL,BUY,EXPIRED,-33.3,-30.2,6.0
